date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
07/26/2018,"Arms + Legs","For time:3 Legless Rope Climb9 Back Squats (https://youtu.be/J3OPfML4hGo) (225, 155)30 Wallballs (20, 14)2 Legless Rope Climbs7 Back Squats20 Wallballs1 Legless Rope Climb5 Front Squats (225, 155)10 Wallballs Rx+:(30, 20)L3: (Rope Climb w. legs) (185, 125)L2: (5 Strict Chin-ups per Rope Climb) (155, 105) (14, 10)L1: (21-15-9 Ring Rows) (135, 95) (10, 8)12:00 Cap",706,"11:46","Time","","[{""secs"":46,""mins"":11}]","Scaled, then scaled again, then scaled more. ☠️",SCALED,PR
07/27/2018,"Jerk 1RM","QoD: WOuld you rather never have to eat vegetables again or never have to drink water again?- Strength: Build to a 1RM Jerk from a rack. You can use whatever style youre most comfortable with ie. a split jerk or a push jerk. Take 8-10 sets to build to a new max, but have a plan in mind. Dont be afraid to the drop weight from overhead once youve worked up to heavier weights.Jerk: 1RM. Rest 2:00Beginner: Push Press: 5 x 5, adding weight if form permits.*last done 3/27",155,"155","Load","","[{""success"":true,""load"":155}]","Yuck. No pr today. ",RX,
07/27/2018,"Metcon","- Metcon: The purpose of today is to focus on quality of movement for each interval. You should have at least 20-30s of rest after each set.  EMOM 20:Minute 1: 12 T2BMinute 2: 12 Hang Power Cleans (115, 75)Minute 3: 12 Push Press (115, 75)Minute 4: 12 Box Jumps w. step down (24, 20)Minute 5: 100 ft. Bear CrawlL3: (95, 65)L2: (Knee Lifts) (75, 55) (20, 15)L1: (Abmat Sit-ups) (65, 35) (20, 15 Step-ups) (50 ft. Bear Crawl)Total Reps = 592",550,"550","Reps","","[{""reps"":550}]","L3. This was ☠️. Pm crew you might try breaking into sets from the start. Easy to get winded and get behind.  ",SCALED,
07/28/2018,"Metcon","QoD: Think about what makes you happy and choose ONE word to best describe it.For time with a partner:800 Meter Run50 Medball Cleans (20, 14)50 Power Snatch (75, 55)800 Meter Run50 Hand Release Push-ups50 Burpee Pull-ups800 Meter Run50 Power Snatch50 Medball Cleans800 Meter Run50 Hand Release Push-ups50 Burpee Pull-upsL2: (14, 10) (65, 35) (Box Push-ups)L1: (10, 8) (Empty Bar) (Box Push-ups) (Burpees, no pull-up)*One person works at a time. Split however desired.40:00 Cap",2400,"40:00","Time","","[{""secs"":0,""mins"":40}]","Made it through 400m of the last run. Thanks for partnering up Diego!",RX,
07/30/2018,"Strength","QoD: What do you find oddly satisfying?- Strength: Build to a moderate set of 3 in the Zercher squat. If youve done this before, use the same exact box height. Remember to sit back on the box while keeping your back tight then explode up. Although this movement looks unorthodox to be open-minded because youll be surprised how effective this movement hits your quads/upper-back.1) Zercher Box Squat: 6 x 3. Rest 2:00- Build to a moderate set of 3 in 6 sets.- Beginner: 5 x 5-8 Goblet Squat, using one weight for all sets. Rest 90s.2) Metcon Prep3 Rounds of:3 Touch n Go Deadlifts (https://youtu.be/dPiSsLI3F2o) building in weight6 Lateral BurpeesRest 60s.*compare to 4/9 1rm",225,"225","Load","","[{""success"":true,""load"":225}]","",RX,
07/30/2018,"Batwings","- Metcon: Testing piece today should be completed as fast as possible, 90% effort throughout with the lateral burpees done at near maximal effort. Deadlifts should be capable of being done in 3 sets or less.For time:30 Calorie Bike30 Deadlifts (225, 155)30 Lateral BurpeesL3: (185, 125)L2: (155, 105)L1: (60s Max Cals on Bike) (135, 95) (Regular Burpees or Squat Thrusts)*Alternate ScalingBike = 45 Calorie Row or 30 Cal Ski Erg or 400m Run9:00 Cap*compare to 4/12",422,"7:02","Time","","[{""secs"":2,""mins"":7}]","45 seconds better than last time. Deadlifts 5/5/5/5/5/5Burpees 15/10/5Next time I need to do fewer sets on the dl’s. ",RX,PR
07/30/2018,"Batwings","”Batwings”For time:30 Calorie Bike30 Deadlifts (225, 155)30 Lateral BurpeesL3: (185, 125)L2: (155, 105)L1: (60s Max Cals on Bike) (135, 95) (Regular Burpees or Squat Thrusts)*Alternate ScalingBike = 45 Calorie Row or 30 Cal Ski Erg or 400m Run9:00 Cap",422,"7:02","Time","","[{""secs"":2,""mins"":7}]","",RX,
08/01/2018,"Metcon","- Metcon: Today you should be able to sustain a 75% effort for the entire workout meaning your reps output should only drop off slightly each set. Dont worry about your score today, worry about performing each movement perfectly.5 Rounds of 40s work/20s Rest for max reps:1a) Wallballs (20, 14)1b) Box Jumps w. step down (https://youtu.be/doC964PsGKA) (24, 20)1c) Handstand Walking or Shoulder Taps (https://www.youtube.com/watch?v=VWQXYwceujE) 1d) Russian Twists w. a plate (https://youtu.be/OGkzIyYJyBY) (25, 15)1e) Max Calories Bike, Row or Ski Erg*Score = total Wallballs + CaloriesL2: (14, 10) (20, 15) (15, 10)L1: (10, 8) (20, 15 Step-ups) (10, BW)",153,"153","Reps","","[{""reps"":153}]","",RX,
08/03/2018,"Strength","QoD: Name your favorite fruit topping and tell us what you add it to.- Strength: Build to a max Hang Power Clean over the course of 6-8 sets. This lift will be highly dependent on your technique and ability to be explosive with hip extension.1) Hang Power Clean: 1RM. Rest 2:00Beginner: 6 x 3 focusing on technique Rest 90s.Or5 x 5 Push Press (if your athlete does not know how to perform a HPC at all). Rest 90s.2) Metcon Warm-up/Prep:1a) Hang Power Clean + Push Press: 3 x 3 + 2. Rest 30s.1b) Overhead Squat: 3 x 3. Rest 30s.1c) T2B (https://youtu.be/FGqLERNJ4aM) : 3 x 5. Rest 30s.",185,"185","Load","","[{""success"":true,""load"":185}]","",RX,
08/03/2018,"Johnny Cash","- Metcon: Todays metcon is going to challenging you from multiple perspectives both mentally and physically. Be careful with your weight choice today as this is an easy one to underestimate. Start with 70% of max effort and work on increasing your pace each set.4 RFT:15 T2B (https://youtu.be/FGqLERNJ4aM) 15 Hang Power Cleans (115, 75)15 Push Press (115, 75)15 Box Jumps w. Step Down (https://youtu.be/doC964PsGKA) (24, 20)15 Overhead Squats (115, 75)Rx+:(135, 95)L3: (95, 65)L2: (Knee Lifts) (75, 55) (20, 15)L1: (Knee Lifts) (65, 35) (20, 15 Step-ups) (53, 35 Goblet Squat (https://youtu.be/PaZRq2uKT3w) for OHS)21:00 Cap*compare to 4/6",1260,"21:00","Time","","[{""secs"":0,""mins"":21}]","Completed 228 reps. (Vs 162 on 4/6)75 lb barbell. 95 lb bar first round. ",SCALED,PR
08/04/2018,"Jerry","QoD: Would you rather run one mile or row 2,000 meters?- Metcon: Hero WOD ""Jerry"". This is a great workout to test your aerobic capacity. Dont worry about hitting a PR on your first Mile. Start with a pace you know you can maintain. You may surprise yourself.For time:Run 1 Mile2k RowRun 1 MileL2: (Run 800m/Row 1k/Run 800m)L1: (Run 600m/Row 1k/Run 400m)*No time cap",1436,"23:56","Time","","[{""secs"":56,""mins"":23}]","",RX,PR
08/06/2018,"Conventional Rack Deadlift","QoD: Would you rather live as a tiger in captivity where all your food is provided and youre protected but restricted? Or live as a tiger in the wild and risk being poached, or die of injury and have to hunt for your food but be free?  - Strength: Work to a max in the rack deadlift. In theory, you should be able to pull more since the ROM is decreased. The purpose of the Rack DL is to work the top range of your deadlift and posterior chain.Conventional Rack Deadlift: 1RM. Rest 2:00- Set rack so that bar is just below your knees",385,"385","Load","Deadlift","[{""success"":true,""load"":385}]","",RX,
08/06/2018,"Rack Deadlift 1RM","Deadlift off  the rack below the knee",385,"385","Load","","[{""success"":true,""load"":385}]","",RX,PR
08/06/2018,"Simple Man","- Metcon: Todays piece is intended to challenge you as the movements are high-demand and the loading is relatively heavy for the prescribed volume. 90% effort on this piece.For time:15-10-5Power Cleans (155, 105)Front Squat (155, 105)L3: (135, 95)L2: (115, 75)L1: (95, 65)9:00 Cap",402,"6:42","Time","","[{""secs"":42,""mins"":6}]","135 lb. Bar",SCALED,
08/08/2018,"Recovery","5 minutes of light foam rolling5 Minutes of Parasympathetic Breathing",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
08/08/2018,"Sled Intervals","QoD: Would you rather sleep with cockroaches in your bed​ or snakes?- GPP: Todays work is geared toward allowing you to split work as you feel works best for your team. Overall, have fun and worry about quality over quantity.With a partner:10 Minutes of Sledpull or Push Max 100 Ft. Intervals",12000,"1000","Feet","","[{""feet"":1000}]","",RX,
08/08/2018,"Metcon","With a partner:6 Minutes of DB Man Makers Max Reps (50, 30)4 Minutes of Turkish Get-ups for Max Reps (53, 35)",38,"38","Reps","","[{""reps"":20},{""reps"":18}]","35 lb dumbbells Yellow kB ",SCALED,
08/08/2018,"Sprint Intervals","With a partner:8 Minutes of Shuttle Sprint x 100 Meters Max Intervals",1200,"1200","Meters","","[{""meters"":1200}]","",RX,
08/09/2018,"Isabel","- Metcon: Benchmark workout ""Isabel"". This workout is individually based in terms of how you approach this. If youre strong with snatches and efficient with Touch n go, then perform big sets and go all out. If not, performing fast singles is another option. Either way, this workout should not take longer than 6 minutes to complete and is intended to be done at near maximal effort. Today well run two heats where youll count/judge someone.30 reps for time of:• Snatch 135/95#Last done 4/16",319,"5:19","Time","","[{""secs"":19,""mins"":5}]","115lb barbellLast attempt 3:30 @ 95lb ",SCALED,
08/09/2018,"Strength","QoD: Could you go an entire day without touching your face?- Strength: Have fun with todays EMOM and treat this as a heavy snatch session or a skill session.EMOM 15:Squat Snatch- Minutes 1 through 5 complete 2 reps on the minute. Reset on each rep.- Minutes 5-15 complete 1 rep on the minute.*Start at 40% and add 5% every minute.*The goal is hit a small PR or match current PR.*Record heaviest weight",130,"130","Load","","[{""success"":true,""load"":130}]","",RX,
08/10/2018,"Strength","QoD: What is the strangest/weirdest/coolest thing you’ve seen while driving? - Strength: Today well perform a strength giant-set where well go through 3 movements for the upper-body, resting after all 3 are complete.4 Rounds of:9 Inverted Rows (supinated grip)7 Box Dips (partner assisted or scale to DB Bench Press)5 Ultra Wide Grip Strict Pull-ups (partner assisted if needed)Rest 2:00 between rounds.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
08/10/2018,"Metcon","- Metcon: We are looking for sustained efforts throughout around 75-80% effort. These are mainly local movements that will fatigue quickly if youre not smart about breaking your sets.AMRAP 8:1 Rope Climbs30/20 Push-ups60 Double UndersRest 2:00enter Part 2 separatelyRx+:(Legless Rope Climbs) (15/10 HSPU each round in place of Push-ups) (Alt. Pistols in place of Air Squats)L2: (5 Strict Band Assisted Pull-ups per Rope Climb) (Box Push-ups) (60s Double Under Attempts) (7 Ring Rows per Rope Climb)L1: (10 Ring Rows per Rope Climb) (Box Push-ups) (Single Unders)",3.001,"3+1","Rounds + Reps","","[{""rnds"":3,""reps"":1}]","singles 🤬",SCALED,
08/10/2018,"Part 2","AMRAP 8:1 Rope Climb20 Air Squats200m Run",3.121,"3+121","Rounds + Reps","","[{""rnds"":3,""reps"":121}]","",RX,
08/11/2018,"JERRY","•Run 1 mile•Row 2K•Run 1 mile",1436,"23:56","Time","","[{""secs"":56,""mins"":23}]","",RX,
08/11/2018,"Fight Gone Bad","QoD: Describe the story of your life in 3 words.- Metcon: Benchmark workout that is intended to be done with light loads. The goal here is to stay consistent as this is a high-rate of muscular deterioration type workout. Go light.Three rounds of:• Wall-ball, 20 pound ball, 10 ft target (Reps)• Sumo deadlift high-pull, 75 pounds (Reps)• Box Jump, 20"" box (Reps)• Push-press, 75 pounds (Reps)• Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point.*Last done 4/21",258,"258","Reps","","[{""reps"":258}]","97/87/74",RX,PR
08/13/2018,"Front Squat 1RM","QoD: What CrossFit stereotype is the most annoying? Which CrossFit stereotype is the truest?- Strength: Build to a 1RM Front Squat over the course of 8-10 sets. Have a plan in place in terms of how much weight youre going to add each set.Build to a 1RM over the course of 8-10 sets. Rest 2:00 between sets.",225,"225","Load","Front Squat","[{""success"":true,""load"":225}]","",RX,
08/13/2018,"""Full Speed""","- Metcon: Todays metcon is meant to be done at ""balls to the wall"" pace. Power cleans should be light/fast. Dont try to pace this one, just go for it!For time:21-15-9Power Cleans (135, 95) Bar Facing BurpeesL3: (115, 75)L2: (95, 65)L1: (75, 55) (Burpees)9:00 Cap",539,"8:59","Time","","[{""secs"":59,""mins"":8}]","",RX,
08/15/2018,"Mustang Sally","QoD: Would you rather never have to brush your teeth again or never have to try to remember anyones name again?- Metcon: Come up with a strategy before starting that today that will minimize transition and allow for consistent work for the duration. Your loading choices for the snatches should be light as there is a total of 100 reps per athlete in this workout. You should be able to muscle snatch all reps.In teams of 3 for time:100-80-60-40-20Power Snatch (75, 55) Wallballs (20, 14) Calories on the RowerRx+:(95, 65) (Cals on Assault Bike) L2: (65, 45) (14, 10) L1: (55, 35) (10, 8) *Beginner OptionEmpty Bar (of PVC) Hang Muscle Snatch for Power Snatches40:00 Cap*Alternate OptionsCalories on Assault Bike or Ski ErgLast done on 4/28",2400,"40:00","Time","","[{""secs"":0,""mins"":40}]","Dnf Alex,Mike, Matt",RX,
08/17/2018,"Arms","Accumulate: 150-200 Banded Pushdowns75-100 KB Curls",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
08/17/2018,"Jones Bones","- Metcon: Set the goal of sustaining your splits today with effort around 80%. Starting slow and adjusting will the smart thing to do. Overall, you should be able to complete T2B/S20H in 2 sets or less. This is a new benchmark workout that you can expect to see again in 12 weeks.AMRAP 12:10 T2B10 S20H (135, 95) 200 Meter RunRx+:(155, 105) (21/18 Calorie Assault Bike or Ski Erg in place of Run)L3: (115, 75)L2: (Knee Lifts) (95, 65 Push Press)L1: (20s Elbow Plank each round) (DB Push Press, neutral grip)",3.013,"3+13","Rounds + Reps","","[{""rnds"":3,""reps"":13}]","",RX,
08/17/2018,"Bench Press 1RM","QoD: You are designing your dream home with unlimited funds available to you. Where are you putting the house?- Strength: Take 8-10 singles and build to a 1RM Bench press. Try to beat your previous max by 5#s and have a plan in place before starting of how youre going to beat your old number.Bench Press: 1RM. Rest 2:00Beginner: 5 x 5, adding weight each. Rest 2:00*In between sets complete 20 Banded Pull-aparts.Compare to 5/1",200,"200","Load","Bench Press","[{""success"":true,""load"":200}]","",RX,
08/18/2018,"Metcon","QoD: If you could be someone else for a week, who would you be?In teams of 2::Buy In: Run 1 Mile10 Rounds: 12 Deadlift (155/105)9 Hang Power Clean6 S2OH L3: 135/95L2: 115/75L1: 95/65Cash Out: Run 1 Mile",1864,"31:04","Time","","[{""secs"":4,""mins"":31}]","135lb bar. Partnered with Jason. ",SCALED,
08/19/2018,"Metcon","AMRAP 6:12 Hang Power Cleans (115, 75)9 Front Squats (115, 75)15 Hand Release Push-upsRest 2:00AMRAP 8:200 Meter run9 Hang Power Cleans (115, 75)6 C2B Pull-upsRest 2:00AMRAP 10:200 Meter Run9 Power Cleans (115, 75)6 Pull-upsL3: (95, 65) (Regular Pull-ups) L2: (75, 55) (10 Box Push-ups) (Band Assisted Pull-ups)L1: (65, 35) (8 Box Push-ups) (8-10 Ring Rows) Beginner Options:Replace Hang Power Cleans/Power Cleans with Russian KBSReplace Front Squats with Goblet Squats""",2.205,"2+205","Rounds + Reps","","[{""rnds"":2,""reps"":9},{""rnds"":2,""reps"":125},{""rnds"":2,""reps"":205}]","D.E.A.D ☠️",RX,
08/23/2018,"Low Box Squat 8x2","QoD: How much water did you drink yesterday?- Strength: Week 2 of Box Squat + Sumo Deadlift work. All sets should be technically efficient and fast. Add 5% from last week.1) Low Box Squat, Moderate Stance: 8 x 2 @65%, every 60s.- 13"" Box- If possible use bands or chains and drop to 55%.",185,"185","Load","Box Squat","[{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185}]","",RX,
08/23/2018,"Sumo Deadlift 4x4","2) Sumo Deadlift: 4 x 3 @65%, every 60s.- Reset on each rep (not touch n go)- Feet should be only 2"""" away from plates.",255,"255","Load","Sumo Deadlift","[{""success"":true,""load"":255},{""success"":true,""load"":255},{""success"":true,""load"":255},{""success"":true,""load"":255}]","",RX,
08/23/2018,"Icebreaker","– Metcon: Benchmark workout that is intended to be heavy. Go heavy and challenge yourself with a weight you have to perform singles with. 90-95% effort.”Icebreaker” AMRAP 7: 4 Squat Cleans (185, 125) 40 Double Unders Rx+:(225, 155) L3: (135, 95) L2: (115, 80) (40 Double Under Attempts)*Compare to 5/10L1 Metcon:For time:10-8-6-4-2Goblet SquatsSquat Thrusts*30 Single Unders after each set7:00 Cap",4.001,"4+1","Rounds + Reps","","[{""rnds"":4,""reps"":1}]","165lb barbellDouble under attempts moved to 80 singles ",SCALED,PR
08/24/2018,"Push Press 1RM","QoD: What was your favorite toy or game as a kid?- Strength: Build to a max push press over the course of 8-10 sets. Have a plan in place to beat your current max by 5#s.1) Push Press: 1RM. Rest 2:00Beginner: 5 x 5, adding weight if form permits.",145,"145","Load","Push Press","[{""success"":true,""load"":145}]","",RX,
08/24/2018,"Metcon/Accessory","- Metcon: Todays metcon is more of an accessory piece, but dont underestimate this one. All work is done for QUALITY. This work is intended to tax your core, back, shoulders and triceps. Hint: go lighter than you think.Not for time: 30-20-10DB Renegade Rows (total)Alternating DB Push Press (neutral grip) (total)DB Hammer Curls*Use the same weight for all 3 movements.Then,100-75-50Banded PushdownsBanded Pull-aparts18:00 Cap*Athlete choice of weight.*Score = one positive thing from your week!",0,"🤪Friday","Other / Text","","[{""other"":""🤪Friday""}]","35lb dumbbell ",RX,
08/25/2018,"Balls Out","QoD: Word association game! Coach will begin with one starter word: ""______"" and the person to their right will quickly, without thinking say the first word that comes to mind when hearing the starter word. The person to their right will say one word that comes to their mind in response to the person to their left, and this will continue around the circle until it gets back to the Coach. Dont forget to let the coach give their one word!- Metcon: Strategy is up to your team today how you want to tackle your running intervals. If youre smart about your running intervals youll maximize the time you have to do wallballs which your total reps will be your score today.In 34 Minutes with a partner:Run 4 MilesRemaining time: Max Wallballs (20, 14) *One person works. Split as desired.L2: (14, 10)L1: (10, 8)Score = total wallballs",73,"73","Reps","","[{""reps"":73}]","Partnered with KristinAvg 8:00 miles",RX,
08/26/2018,"Biceps","Down the Rack Hammer Curls:Start with a weight you can perform 10 reps and perform a set of submax (1-2 reps less than max) then proceed down the rack. The goal is to complete around 100 total reps.""",0,"0","Reps","","[{""reps"":0}]","",RX,
08/26/2018,"Dana Hannon","26 power cleans (95)100 dubs5 burpee penalty for every break100 kbs 351 rope climb for every break26 power snatches 95",921,"15:21","Time","","[{""secs"":21,""mins"":15}]","No dubs, 200 singles (3 penalties)",SCALED,
08/28/2018,"Close Grip Floor Press","QoD: What is the best cold or sickness remedy (besides​ antibiotics) you know?– Strength: The purpose of today’s floor press work is to train the lockout and triceps. Total volume is a bit higher to elicit muscular gainz!Close Grip Floor Press: 10-8-6-4, adding weight each set. Rest 90s.– Build to a moderate set. Close Grip in between shoulder width.",50,"50","Load","","[{""success"":true,""load"":30},{""success"":true,""load"":40},{""success"":true,""load"":45},{""success"":true,""load"":50}]","Hotel gym. No barbell and dumbbells only went to 50",RX,
08/28/2018,"Metcon","– Metcon: Today’s piece is mixed aerobic/GPP. Your efforts should be sustained for all 5 rounds so try to choose a pace you know you can maintain. Effort should be around 80%. Try to complete all farmer carries UB. Score = total calories for all 5 rounds.5 Rounds of:2 Minutes Max Calories on the Rower or Assault Bike100 Meter Farmer Carry (70, 53)Rest 60s.*Score = total calories after all 5 rounds*If Rx Carry is too heavy, athlete choice of weight.*Alternate Options: 2 Minutes Max 50m Shuttle Runs",205,"205","Calories","","[{""calories"":205}]","Rower: 44 . 40 . 41 . 42 . 3870lb kb ",RX,
08/31/2018,"Metcon Prep","QoD: What movie character comes to mind first when you hear the name ""Jack""?Metcon Warm-up of:2 Rounds of:10 Push Press10 KBS10 Box JumpsRest 60s",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
08/31/2018,"Extra Credit","1a) Tate Presses: 4 x 15. Rest 30s.1b) Banded Plank Rows: 4 x 10 ea. Rest 30s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
08/31/2018,"JACK","– Metcon: Hero Workout ”Jack” today. This workout is largely about managing volume and breaking sets before you have to. Pacing should be around 75% with the final 2 minutes elevating your pacing to 90%.AMRAP in 20 minutes of:•115/80 pound Push press, 10 reps•10 KB Swings, 1.5 pood•10 Box jumps, 24 inch box",6.002,"6+2","Rounds + Reps","","[{""rnds"":6,""reps"":2}]","Stepped it up to RX this time around. I had trouble with the push press (like usual). I had to break them into 2’s and 3’s after the first round. ",RX,PR
09/01/2018,"Field Day: Max Alactic Capacity","Max Distance Broad Jump: 3 Attempts",111,"9 3""","Feet","","[{""inches"":3,""feet"":9},{""inches"":3,""feet"":9},{""inches"":3,""feet"":9}]","",RX,
09/01/2018,"Metcon Prep","QoD: List ONE word that describes your personality.Review all Tests. All tests can be done in random order. Have athletes partner up for tests 1,2,4,5,6 to count each other reps/distance. Athletes will complete run test on their own, so have a clock running.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/01/2018,"Broad Jump: Max Distance","Broad Jump: Max Distance",111,"111","Inches","","[{""inches"":111}]","",RX,PR
09/01/2018,"Field Day: Max Lactic Capacity","Max UB Wallballs in 90s",41,"41","Reps","","[{""reps"":41}]","20lb ball",RX,
09/01/2018,"Field Day: Max Grip/Upper Pulling","Max Rope Climbs in 2 Minutesor Ground to Standing with Rope",5,"5","Reps","","[{""reps"":5}]","",RX,
09/01/2018,"Field Day: Hip Flexor/Abdominal Endurance Test","5) Max Sit-ups in 60s",29,"29","Reps","","[{""reps"":29}]","",RX,
09/01/2018,"Field Day: Endurance Test","Max Burpees in 60s",16,"16","Reps","","[{""reps"":16}]","",RX,
09/03/2018,"SCOOTER","QoD: If you were randomly given a day off from work, what would you do?On a 35-minute clock with a partner:Complete as many rounds as possible in 30 minutes of:• 30 double-unders• 15 pull-ups• 15 push-ups• 100-meter sprintThen, 5 minutes to find a 1-rep-max partner deadliftFor the AMRAP, have one partner work while the other rests, switching after a full round is completed. If youre performing without a partner, rest 60 seconds between each round, and find a regular 1-rep-max deadlift.*Sub 150m Row for Run* Athletes may choose not to deadlift as partners, in this case, they will use the heaviest weight that both partners are able to complete.* 60 Singles",11.052,"11+52","Rounds + Reps","","[{""rnds"":11,""reps"":52}]","150m Row instead of run.Partnered with Derek. 585lb partner deadlift. ",SCALED,PR
09/05/2018,"Gymnastics","QoD: Whats the worst job you ever had?– Skill: We are going through 3 different static gymnastic holds today for 3 rounds. This is the same work as last Wednesday with slightly longer intervals.Gymnastics Skill Work3 Rounds for Quality:12s L-Sit Hold12s Ring Support25s Handstand Hold or Walk",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/05/2018,"Metcon","– Metcon: Your goal should be to complete your work at around 70% effort today where all of your splits stay within 30s of each other. Today is also a good day to focus on dialing in your pose running mechanics.5 Rounds of:Run 400 Meters20 Ground to Overhead with a plate (45, 25)12 Burpees to your Plate L3: (35, 15) L2: (25, 10)L1: (4 Rounds) (200-400m Run) (15, 10) (10 Burpees)25:00 Cap",1405,"23:25","Time","","[{""secs"":25,""mins"":23}]","Ow!",RX,
09/05/2018,"Extra Credit","5 Minutes of """"Recovery"""" workOptions: Bike, Jog, Light Sledpull powerwalk *Done at a conversational pace",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/07/2018,"Strength","QoD: Whats the craziest thing you ever saw happen at a party?– Strength: Shoulder/Lat work today. Seated Shoulder presses are a relatively new movement for us. Use a weight that is challenging but doesn’t break your form.1a) Seated DB Shoulder Press, Neutral Grip: 4 x 10. Rest 30s.1b) Banded Pulldowns: 4 x 15. Rest 30s.*Record heaviest set DB Shoulder Press",35,"35","Load","","[{""success"":true,""load"":35}]","",RX,
09/07/2018,"Metcon","– Metcon: Each interval is intended to give you about 40s of work. You should be able to hold on to a 80% effort for all rounds.EMOM 20:Minute 1: 10 KB Snatch each (53, 35)Minute 2: 15 Hollow RocksMinute 3: 10 KB Rows each (53, 35)Minute 4: 15 SDHP (53, 35)Minute 5: 100m RunL3: (45, 25) (115, 75) (45, 25) L2: (35, 25) (95, 65) (35, 35)L1: (35, 25 Single Arm Russian Swings for KB Snatch) (75, 55) (35, 25)  """,1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/07/2018,"Extra Credit","Barbell Curls 21s: 3 x 7-7-7. Rest 60s.- Bottom + Middle + Full ROM",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/08/2018,"Metcon Prep","QoD: What is your favorite season?– Metcon: This workout includes loaded carries to start and conclude the workout. Your strategy here will determine the outcome of the workout. This work can split however you choose, but it should be easy to partition work into small sets to minimize transitions.2-3 Rounds of:5 Goblet Squats5 Lateral Burpees5 T2BRest as needed between sets",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/08/2018,"Metcon","In teams of 3 with a running clock:0:00-10:00Max Distance Farmer Carry (70, 53)12:00-22:00Max Rounds of:21 Burpees1 Rope Climb21 Goblet Squats (70, 53)1 Rope Climb21 T2B1 Rope Climb24:00-34:00Max Distance Farmer CarryL3: (53. 35)L2: (45, 25)L1: (35, 25)*Score = Total Distance",1450,"1450","Meters","","[{""meters"":1450}]","3 + 63 with Derek and Kar. ",RX,
09/10/2018,"Extra Credit","Banded Pull-apart: 3 x 50. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/10/2018,"Metcon","– Metcon: Today is a breathing/pacing piece where we want consistency across the board. Nothing is intended to be overly taxing for this workout, especially considering it’s before a special workout we are doing tomorrow for 9/11.EMOM 20:Minute 1: 100 Meter RunMinute 2: 6 Touch n Go Power Snatch (135, 95)Minute 3: 100 Ft. Front KB Carry (53s, 35s)Minute 4: 10/8 Calorie BikeMinute 5: 100 Ft. Bear CrawlL3: (115, 75) (35s, 25s)L2: (95, 65) (35s, 25s)L1: (12 Russian Swings 35, 25 in place of Power Snatch) (25s, 20s)",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
09/10/2018,"TNG Power Snatch 3x4","QoD: If you were forced to get a tattoo RIGHT NOW, what would you get & where?– Skill: Work on efficiency with the touch n go power snatch today. These are intended to be light and done UB to prepare for the EMOM. Please enter your own power snatch sets/weights.15 minsTouch n Go Power Snatch Skill Sets: 3 x 3-4, building in weight. Rest 60-90s.– Beginner: Deadlift (trap bar or straight bar): 3 x 8. Rest 60s.",115,"115","Load","","[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115}]","",RX,
09/11/2018,"9/11 WOD","QoD: Where were you when the planes hit the towers?– Prep: We only have a limited amount of time to warm-up for the metcon so between sets make sure your equipment and scaling is good to go.– Metcon: Today’s workout has no time cap. The barbell loaded is intended to be heavy and should be broken up. Remember the lives lost on 9/11 when this one gets tough.""9/11""For time:2001m Row/Run11 Squat Cleans (155, 105)11 Strict Pull-ups11 Thrusters (155, 105)11 Strict Pull-ups11 Front Squats (155, 105)11 S20H (155, 105) 11 Burpee Box Jumps (30, 24)11 Squat Cleans11 Strict Pull-ups2001m Row/Run*No time CapChoose to run or row first or last based on rower availability. Run will be down to the 400 & back twice + 2 Laps around the building OR 10 laps around the building.L3: (135, 95) (24, 20)L2: (115, 75) (Box/Plate Pull Ups) (20, 15)L1: (1200m Rows) (Coaches choice of Barbell Weight) (Ring Rows) (Burpees no Box)",2467,"41:07","Time","","[{""secs"":7,""mins"":41}]","135lb bar30” boxRowTough workout but I took too much    rest. I know I can do this one faster next time. ",SCALED,
